1.029e-08,9.8212e-09,8.2829e-09,8.4416e-09,4.1703e-09,1.24e-09,4.0872e-10,6.3197e-10,1.162e-09,3.6629e-09,6.6449e-09,8.5313e-09
1.0065e-08,8.264e-09,9.1763e-09,7.8963e-09,5.0882e-09,8.2747e-10,3.3871e-10,3.509e-10,8.0382e-10,2.5869e-09,6.4283e-09,8.8591e-09
9.1591e-09,9.5699e-09,8.0185e-09,7.6063e-09,3.348e-09,9.0675e-10,4.4117e-10,5.1883e-10,1.3956e-09,2.9271e-09,6.4172e-09,7.919e-09
8.6628e-09,1.033e-08,8.7491e-09,6.2115e-09,3.3375e-09,1.0099e-09,3.7764e-10,3.6489e-10,6.6642e-10,2.4859e-09,5.3423e-09,9.0322e-09
9.6097e-09,9.9024e-09,7.5436e-09,7.2915e-09,3.6415e-09,5.9069e-10,1.8181e-10,2.7767e-10,5.0506e-10,2.2362e-09,5.1275e-09,7.8608e-09
8.9381e-09,9.9307e-09,8.7414e-09,7.5485e-09,2.1405e-09,4.866e-10,1.9e-10,2.3759e-11,3.7119e-10,1.9436e-09,3.6368e-09,6.8511e-09
8.9815e-09,9.0326e-09,8.9792e-09,6.1302e-09,2.4196e-09,6.6073e-10,2.1355e-10,5.6334e-12,3.2274e-10,1.4877e-09,4.4693e-09,7.0207e-09
9.6386e-09,8.8997e-09,7.9791e-09,6.4787e-09,2.8797e-09,3.1584e-10,9.1785e-11,2.1844e-11,3.401e-10,1.7286e-09,4.0572e-09,6.8947e-09
7.3161e-09,9.3026e-09,8.5431e-09,6.1023e-09,2.4363e-09,4.6268e-10,4.015e-11,7.0081e-15,2.5663e-10,1.5801e-09,3.5185e-09,6.8617e-09
9.0264e-09,8.7608e-09,7.8332e-09,5.5033e-09,2.2651e-09,3.6781e-10,1.3054e-11,1.1522e-14,3.0519e-10,1.0057e-09,4.226e-09,6.6489e-09
7.8277e-09,8.3198e-09,7.5405e-09,5.43e-09,1.8805e-09,4.9482e-11,1.1549e-15,4.3653e-15,2.7654e-11,4.4712e-10,2.1275e-09,4.8967e-09
7.0529e-09,7.1343e-09,7.4445e-09,4.4471e-09,1.5552e-09,1.2194e-10,8.6503e-13,1.8985e-15,3.3539e-12,3.6516e-10,1.9782e-09,5.1411e-09
6.2432e-09,7.9142e-09,7.0901e-09,4.8278e-09,1.5402e-09,1.3214e-10,4.6564e-15,4.9408e-15,3.6156e-12,4.9921e-10,2.4729e-09,4.7816e-09
6.4968e-09,6.7874e-09,6.7063e-09,4.281e-09,1.645e-09,3.5502e-10,1.051e-12,6.3838e-15,1.7225e-11,3.9925e-10,1.7555e-09,5.4916e-09
6.7395e-09,7.4688e-09,6.4447e-09,4.2506e-09,1.5624e-09,1.0561e-10,6.9783e-16,9.352e-16,2.3376e-11,1.8383e-10,9.0995e-10,2.9307e-09
5.4207e-09,7.2947e-09,5.4833e-09,3.3021e-09,8.1689e-10,2.6233e-12,1.2947e-16,5.1516e-16,2.7997e-15,6.0677e-11,5.5123e-10,2.6597e-09
4.85e-09,5.4828e-09,5.3486e-09,2.8762e-09,6.2081e-10,1.2377e-11,1.6578e-16,1.0705e-15,4.6113e-15,1.7837e-11,2.745e-10,2.4662e-09
3.6712e-09,4.9779e-09,4.898e-09,2.9234e-09,9.5611e-10,5.9559e-16,5.0322e-16,2.2699e-15,2.132e-15,9.9071e-11,6.0913e-10,2.5673e-09
4.659e-09,5.5978e-09,4.2206e-09,2.6535e-09,3.5799e-10,4.086e-16,2.505e-16,4.0592e-16,5.7233e-15,8.4954e-11,5.6485e-10,2.158e-09
3.4134e-09,4.9232e-09,4.6972e-09,1.9738e-09,4.8282e-10,2.2923e-11,2.7703e-16,6.3268e-16,2.0641e-15,5.5385e-15,3.2196e-10,1.8703e-09
3.5052e-09,5.3689e-09,3.554e-09,2.9622e-09,3.4577e-10,7.1266e-16,1.1426e-16,7.4813e-16,6.2897e-15,2.433e-12,1.5958e-10,1.3354e-09
3.0001e-09,3.4607e-09,4.1012e-09,2.1185e-09,3.1778e-10,3.1786e-13,1.1494e-16,1.1609e-16,3.7361e-15,9.7718e-15,1.799e-10,1.3231e-09
3.1983e-09,3.7462e-09,4.0319e-09,9.8684e-10,8.4946e-11,1.047e-16,3.6663e-16,9.8403e-16,2.4254e-15,4.5295e-15,4.0123e-11,1.4847e-09
2.5284e-09,3.0715e-09,3.4799e-09,1.4356e-09,2.411e-10,4.1771e-16,1.3899e-16,6.3144e-16,3.1356e-15,2.4104e-15,8.1521e-11,1.2938e-09
2.7153e-09,3.2596e-09,3.3152e-09,1.715e-09,1.6359e-10,5.9446e-16,5.7359e-17,8.821e-16,2.382e-15,4.9567e-15,6.3927e-11,1.1917e-09
2.3345e-09,2.5645e-09,2.5563e-09,1.4825e-09,1.6853e-10,2.5577e-12,5.0344e-16,1.5365e-16,5.2221e-15,3.742e-15,5.782e-11,9.4217e-10
2.8908e-09,3.2139e-09,3.2283e-09,1.4062e-09,2.3016e-10,2.77e-16,8.4563e-17,2.582e-16,1.1702e-15,5.6885e-15,4.9772e-11,1.173e-09
2.7256e-09,3.6249e-09,3.1595e-09,1.0576e-09,8.6382e-11,1.3008e-16,4.787e-16,7.1876e-16,3.3135e-15,5.068e-13,3.0632e-11,8.4752e-10
2.194e-09,3.2949e-09,2.6955e-09,1.3576e-09,2.1378e-10,3.127e-16,2.4547e-17,2.1359e-16,7.2842e-15,1.1046e-11,7.0705e-11,1.1193e-09
2.3904e-09,3.4943e-09,2.8363e-09,1.7765e-09,2.8977e-10,3.1869e-16,1.3598e-16,1.5848e-16,4.8205e-15,4.7433e-13,7.4512e-11,7.3869e-10
2.912e-09,3.1801e-09,2.946e-09,1.0987e-09,2.2501e-11,3.4584e-16,6.3459e-17,2.6424e-16,1.3478e-15,9.8764e-15,5.3365e-12,8.2721e-10
2.1674e-09,2.9232e-09,2.656e-09,7.6564e-10,1.3628e-10,1.7977e-16,1.7019e-16,4.9375e-16,1.8424e-15,3.6628e-15,1.2806e-10,8.7933e-10
2.1815e-09,2.9716e-09,2.1112e-09,7.5199e-10,1.1985e-10,2.3862e-16,4.7906e-16,4.6934e-16,2.4056e-15,6.22e-15,1.3871e-10,8.6656e-10
2.848e-09,2.8079e-09,1.6241e-09,9.0856e-10,4.5101e-11,3.7782e-16,3.2015e-17,1.755e-16,1.0771e-15,5.7422e-12,6.05e-11,7.2238e-10
2.1408e-09,3.2865e-09,2.3026e-09,1.2111e-09,4.9015e-11,1.1983e-15,1.0885e-16,2.715e-16,3.6952e-15,2.9611e-15,8.1386e-11,7.3127e-10
1.5336e-09,1.7365e-09,2.4198e-09,6.5991e-10,5.2027e-14,3.231e-16,9.8894e-17,2.6248e-16,8.2703e-16,4.3813e-15,4.372e-11,8.0881e-10
2.0405e-09,2.3708e-09,2.0354e-09,5.3157e-10,1.5491e-11,5.9114e-16,4.8875e-17,6.3535e-17,1.2901e-15,4.2314e-15,2.3213e-11,7.2577e-10
1.8732e-09,2.0459e-09,1.2456e-09,5.3788e-10,1.4608e-11,1.9506e-16,6.5315e-17,1.5164e-16,5.6207e-16,3.6009e-15,3.6982e-12,8.989e-10
